date,file_type,ticker,name,close,mode,mode_css,revl,mom,r,days,tr_weeks,pl_raw,pl_num,signal_type
2026-04-16,daily,EVH,Evolent Health,2.88,Bear-Bull Flip,c20,2.45,1.34,-1.6,22,38,+4.95%,4.95,Buy
2026-04-16,daily,FERG,Ferguson plc,257.16,Dark Green,c4,235.64,8.76,0.33,9,0,+10.05%,10.05,pP
2026-04-16,daily,FIG,Figma Inc,20.34,Light Red,c7,23.6,-4.61,-1.68,23,10,+22.37%,22.37,dBuy
2026-04-16,daily,FIGS,Figs Inc,15.39,Bear-Bull Flip,c20,14.01,-0.24,1.23,7,48,-16.77%,-16.77,Buy
2026-04-16,daily,FLY,Firefly Aerospace,37.62,Light Green,c5,29.16,8.83,0.86,23,1,+57.80%,57.8,pP
2026-04-16,daily,FORR,Forrester Research,5.91,Bear-Bull Flip,c20,5.58,-2.2,-1.18,49,27,+17.92%,17.92,Buy
2026-04-16,daily,FOSL,Fossil Group,5.48,Dark Green,c4,4.73,8.13,1.29,9,19,+22.87%,22.87,pP
2026-04-16,daily,FRSH,Freshworks Inc,8.26,Bear-Bull Flip,c20,7.87,-1.03,-1.18,4,14,-4.82%,-4.82,Buy
2026-04-16,daily,FSK,FS KKR Capital Corp,11.12,Bear-Bull Flip,c20,10.37,1.32,-1.18,84,36,+28.30%,28.3,Buy
2026-04-16,daily,GDV,Dividend & Income ETF,28.96,Dark Green,c4,27.55,8.44,0.09,5,0,+2.88%,2.88,pP
2026-04-16,daily,GIB,CGI Group,74.07,Bear-Bull Flip,c20,71.93,-0.25,-0.91,59,58,+16.26%,16.26,Buy
2026-04-16,daily,GLBE,Global-e Online,33.3,Bear-Bull Flip,c20,30.93,-0.49,-0.66,20,9,+0.77%,0.77,Buy
2026-04-16,daily,GLOB,Globant SA,48.74,Bear-Bull Flip,c20,45.03,0.4,-1.21,3,59,-11.81%,-11.81,Buy
2026-04-16,daily,GMAB,Genmab AS,29.3,Dark Green,c4,27.36,7.3,0.24,7,5,+7.76%,7.76,pP
2026-04-16,daily,GPCR,Structure Therapeutics,54.25,Dark Red,c6,57.93,2.0,1.39,47,3,+28.15%,28.15,AddSh
2026-04-16,daily,GPMT,Granite Point Mortgage Trust,1.57,Bear-Bull Flip,c20,1.44,-0.93,-1.23,58,25,+34.03%,34.03,Buy
2026-04-16,daily,GRAB,Grab Holdings,3.92,Bear-Bull Flip,c20,3.72,1.08,-0.97,66,20,+20.65%,20.65,Buy
2026-04-16,daily,GSBC,Great Southern Bancorp,67.58,Light Green,c5,63.48,7.83,0.06,16,18,+8.74%,8.74,pP
2026-04-16,daily,GTLB,GitLab Inc,21.76,Light Red,c7,22.83,-2.97,-1.38,52,20,+38.81%,38.81,dBuy
2026-04-16,daily,HBM,HudBay Minerals,24.88,Dark Green,c4,21.44,8.33,1.27,9,0,+20.89%,20.89,pP
2026-04-16,daily,HNGE,Hinge Health,41.47,Bear-Bull Flip,c20,38.79,-2.39,-0.93,16,12,+1.03%,1.03,Buy
2026-04-16,daily,HPP,Hudson Pacific Properties,6.69,Bear-Bull Flip,c20,5.91,1.16,-1.57,140,26,+65.25%,65.25,Buy
2026-04-16,daily,HRTX,Heron Therapeutics,0.96,Bear-Bull Flip,c20,0.89,2.29,-1.15,53,9,+28.07%,28.07,Buy
2026-04-16,daily,HSBC,HSBC Holdings,90.95,Dark Green,c4,84.38,8.87,0.86,9,51,+10.16%,10.16,pP
2026-04-16,daily,HUBS,HubSpot Inc,218.62,Light Red,c7,240.72,-5.36,-1.39,24,45,+16.87%,16.87,dBuy
2026-04-16,daily,HURN,Huron Consulting Group,131.76,Bear-Bull Flip,c20,126.41,-0.16,-0.46,57,8,+23.82%,23.82,Buy
2026-04-16,daily,IBTA,Ibotta Inc,35.37,Dark Green,c4,29.52,7.02,-0.63,21,3,+44.31%,44.31,pP
2026-04-16,daily,ICFI,ICF Intl.,73.06,Bear-Bull Flip,c20,68.31,2.17,-0.86,49,8,+19.48%,19.48,Buy
2026-04-16,daily,IFS,Intercorp Financial Services,45.92,Bull-Bear Flip,c18,50.44,2.79,0.93,16,85,-3.33%,-3.33,Sell
2026-04-16,daily,ILPT,Industrial Logistics Propertie,5.99,Bear-Bull Flip,c20,5.66,-1.04,0.48,17,42,-1.01%,-1.01,Buy
2026-04-16,daily,IMMR,Immersion Corp,6.13,Bear-Bull Flip,c20,5.65,-0.85,-0.83,18,37,-0.99%,-0.99,Buy
2026-04-16,daily,INFY,Infosys Ltd,14.31,Bear-Bull Flip,c20,13.61,2.5,-0.89,53,9,+21.07%,21.07,Buy
2026-04-16,daily,ING,ING Groep,29.52,Dark Green,c4,26.8,9.21,0.55,9,0,+13.80%,13.8,pP
2026-04-16,daily,INGM,Ingram Micro,28.23,Dark Green,c4,24.94,9.51,0.68,14,18,+24.91%,24.91,pP
2026-04-16,daily,INGN,Inogen Inc,6.2,Bull-Bear Flip,c18,6.54,1.13,-0.87,33,22,-2.97%,-2.97,Sell
2026-04-16,daily,INOD,Innodata,43.84,Bear-Bull Flip,c20,39.02,-1.01,-0.67,51,9,+19.81%,19.81,Buy
2026-04-16,daily,INTA,Intapp Inc,23.26,Light Red,c7,24.39,-4.86,-1.47,25,12,+7.74%,7.74,dBuy
2026-04-16,daily,KLAR,Klarna Group,14.86,Bear-Bull Flip,c20,13.65,1.12,-1.89,61,4,+48.76%,48.76,Buy
2026-04-16,daily,KNSA,Kiniksa Pharmaceuticals,45.89,Bull-Bear Flip,c18,48.05,0.1,0.94,31,49,+0.13%,0.13,Sell
2026-04-16,daily,LEU,Centrus Energy,197.79,Bear-Bull Flip,c20,184.48,0.4,-0.55,51,8,+29.16%,29.16,Buy
2026-04-16,daily,LEVI,Levi Strauss & Co,22.26,Dark Green,c4,19.78,9.56,-0.39,7,0,+14.39%,14.39,pP
2026-04-16,daily,LLYVA,Liberty Live Group,92.44,Light Green,c5,91.89,4.05,0.49,8,8,-1.43%,-1.43,dSell
2026-04-16,daily,LLYVK,Liberty Live Group,94.89,Light Green,c5,94.57,3.78,0.48,8,8,-1.67%,-1.67,dSell
2026-04-16,daily,LMND,Lemonade,65.86,Bear-Bull Flip,c20,58.6,-1.41,0.89,11,8,-8.68%,-8.68,Buy
2026-04-16,daily,LUNG,Pulmonx,1.5,Bear-Bull Flip,c20,1.35,1.42,-1.26,19,52,-2.74%,-2.74,Buy
2026-04-16,daily,LYFT,Lyft Inc,14.66,Bear-Bull Flip,c20,13.3,1.59,-0.86,85,12,+27.17%,27.17,Buy
2026-04-16,daily,LYG,Lloyds Banking Group,5.61,Dark Green,c4,5.22,8.05,0.67,9,0,+10.00%,10.0,pP
2026-04-16,daily,MAX,MediaAlpha,9.7,Bear-Bull Flip,c20,9.25,-0.3,-0.87,3,12,-6.89%,-6.89,Buy
2026-04-16,daily,MDB,MongoDB Inc,244.06,Light Red,c7,257.42,-2.48,-0.44,62,6,+37.15%,37.15,dBuy
2026-04-16,daily,MFC,Manulife Financial Corp,38.8,Dark Green,c4,35.27,9.03,0.34,7,0,+10.89%,10.89,pP+
2026-04-16,daily,MFG,Mizuho Financial Group,8.8,Dark Green,c4,8.13,7.7,0.91,9,0,+11.25%,11.25,pP
2026-04-16,daily,MGNX,MacroGenics,3.52,Light Green,c5,3.03,6.65,0.64,80,13,+120.00%,120.0,dSell
2026-04-16,daily,MH,McGraw Hill Inc,14.0,Bear-Bull Flip,c20,13.27,-0.24,-0.71,3,9,-7.03%,-7.03,Buy
2026-04-16,daily,MIAX,Miami Intl. Holdings,44.22,Dark Green,c4,40.38,6.04,-0.59,8,4,+9.84%,9.84,pP
2026-04-16,daily,MLAB,Mesa Labs,99.34,Dark Green,c4,87.49,7.38,-0.35,10,1,+11.31%,11.31,pP
2026-04-16,daily,MLTX,MoonLake Immunotherapeutics,18.02,Light Green,c5,17.33,2.85,-1.25,5,27,-2.38%,-2.38,dSell
2026-04-16,daily,MMYT,MakeMyTrip Ltd,46.91,Bear-Bull Flip,c20,42.56,2.49,-1.34,65,27,+40.26%,40.26,Buy
2026-04-16,daily,MNDY,Monday.com,65.43,Light Red,c7,71.65,-4.33,-1.63,108,36,+62.86%,62.86,dBuy
2026-04-16,daily,MOMO,Hello Group,6.19,Bear-Bull Flip,c20,5.95,1.96,-0.76,3,30,-4.92%,-4.92,Buy
2026-04-16,daily,MQ,Marqeta Inc,4.12,Bear-Bull Flip,c20,3.95,-0.46,-0.82,12,28,-2.49%,-2.49,Buy
2026-04-16,daily,MUFG,Mitsubishi UFJ Financial Group,18.45,Dark Green,c4,17.34,7.08,0.69,9,0,+8.66%,8.66,pP
2026-04-16,daily,MVIS,Microvision,0.68,Bear-Bull Flip,c20,0.62,-0.05,-1.27,13,22,-10.80%,-10.8,Buy
2026-04-16,daily,MVST,Microvast Holdings,1.92,Bear-Bull Flip,c20,1.63,1.86,-0.88,61,20,+35.35%,35.35,Buy
2026-04-16,daily,NEXA,Nexa Resources,14.67,Dark Green,c4,10.88,7.17,1.51,9,25,+40.11%,40.11,pP+
2026-04-16,daily,NIO,NIO Inc,6.42,Light Green,c5,5.95,5.64,-0.41,10,4,+3.55%,3.55,dSell
2026-04-16,daily,NMAX,Newsmax Inc,6.72,Bear-Bull Flip,c20,5.93,1.01,-1.36,15,27,-4.67%,-4.67,Buy
2026-04-16,daily,NMR,Nomura Holdings,8.67,Dark Green,c4,7.97,6.86,0.67,9,5,+10.87%,10.87,pP
2026-04-16,daily,NNDM,Nano Dimension,1.77,Bear-Bull Flip,c20,1.68,0.65,-0.33,32,3,+2.75%,2.75,Buy
2026-04-16,daily,NNOX,Nano-X Imaging,2.59,Bear-Bull Flip,c20,2.34,0.68,-1.3,19,59,-7.02%,-7.02,Buy
2026-04-16,daily,NOK,Nokia Corp,10.0,Dark Green,c4,8.61,9.45,1.31,48,29,+48.15%,48.15,pP
2026-04-16,daily,NTB,Bank of N.T. Butterfield & Son,55.85,Light Green,c5,52.62,8.34,0.61,16,23,+9.00%,9.0,pP
2026-04-16,daily,NTES,NetEase,115.81,Bear-Bull Flip,c20,113.18,0.58,-0.59,62,11,+15.69%,15.69,Buy
2026-04-16,daily,NVCR,NovoCure Ltd,12.17,Bear-Bull Flip,c20,10.96,-0.64,-0.89,23,10,-0.91%,-0.91,Buy
2026-04-16,daily,NWG,NatWest Group,16.94,Dark Green,c4,15.5,8.94,0.43,9,8,+12.56%,12.56,pP
2026-04-16,daily,NXE,NexGen Energy,12.29,Bear-Bull Flip,c20,11.38,1.15,1.18,21,46,-3.36%,-3.36,Buy
2026-04-16,daily,OCSL,Oaktree Specialty Lending,12.77,Dark Green,c4,11.61,7.66,-0.82,7,16,+10.09%,10.09,pP
2026-04-16,daily,ONDS,Ondas Holdings,10.01,Bear-Bull Flip,c20,9.21,-0.42,1.61,13,44,-7.08%,-7.08,Buy
2026-04-16,daily,ORGO,Organogenesis,2.6,Bear-Bull Flip,c20,2.44,0.25,-1.18,33,13,+30.29%,30.29,Buy
2026-04-16,daily,OTEX,Open Text Corp,23.12,Bear-Bull Flip,c20,21.96,-1.43,-1.04,62,14,+28.11%,28.11,Buy
2026-04-16,daily,OTF,Blue Owl Tech. Finance,12.27,Bear-Bull Flip,c20,11.6,-2.53,-0.89,9,17,-8.20%,-8.2,Buy
2026-04-16,daily,OWL,Blue Owl Capital,9.92,Bear-Bull Flip,c20,8.78,-0.94,-1.35,56,59,+33.56%,33.56,Buy
2026-04-16,daily,PD,PagerDuty,6.32,Light Red,c7,6.76,-3.1,-1.48,70,68,+48.20%,48.2,dBuy
2026-04-16,daily,PLUG,Plug Power Inc,2.93,Dark Green,c4,2.44,8.01,-0.22,30,1,+30.22%,30.22,pP
2026-04-16,daily,PONY,Pony AI Inc,11.17,Bear-Bull Flip,c20,9.9,0.0,-1.18,52,10,+21.39%,21.39,Buy
2026-04-16,daily,PRM,Perimeter Solutions,27.15,Dark Green,c4,23.69,7.83,0.59,10,1,+8.90%,8.9,pP
2026-04-16,daily,PSO,Pearson plc,14.2,Dark Green,c4,13.19,7.84,-0.69,10,12,+7.98%,7.98,pP+
2026-04-16,daily,PUMP,ProPetro Holding Co,14.49,Bear-Bull Flip,c20,13.62,-1.09,1.36,9,24,-5.84%,-5.84,Buy
2026-04-16,daily,RARE,Ultragenyx Pharma,25.18,Dark Green,c4,21.95,8.02,-1.17,9,14,+19.62%,19.62,pP
2026-04-16,daily,RBLX,Roblox,59.76,Bear-Bull Flip,c20,55.64,0.78,-1.09,5,21,-9.05%,-9.05,Buy
2026-04-16,daily,RBRK,Rubrik Inc,51.36,Light Red,c7,51.52,-0.94,-1.16,4,13,-9.98%,-9.98,dBuy
2026-04-16,daily,RC,Ready Capital Corp,1.7,Bear-Bull Flip,c20,1.6,0.03,-1.45,23,86,+6.59%,6.59,Buy
2026-04-16,daily,RCI,Rogers Communications,33.27,Light Red,c7,36.5,-9.77,0.2,23,1,+13.81%,13.81,spBuy
2026-04-16,daily,RKT,Rocket Companies,15.5,Bear-Bull Flip,c20,14.66,2.42,-0.44,51,5,+12.58%,12.58,Buy
2026-04-16,daily,RNW,ReNew Energy Global,4.97,Bear-Bull Flip,c20,4.82,0.52,-1.07,27,16,+6.05%,6.05,Buy
2026-04-16,daily,ROAD,Construction Partners,111.7,Bull-Bear Flip,c18,117.7,1.54,0.4,4,3,-4.94%,-4.94,Sell
2026-04-16,daily,ROKU,Roku Inc,109.33,Dark Green,c4,95.55,5.93,0.31,8,0,+10.95%,10.95,pP
2026-04-16,daily,ROOT,Root Inc,51.7,Bear-Bull Flip,c20,46.07,0.89,-1.0,62,39,+29.13%,29.13,Buy
2026-04-16,daily,RTO,Rentokil Initial,34.34,Dark Green,c4,32.36,7.28,0.53,9,37,+8.23%,8.23,pP
2026-04-16,daily,RUM,Rumble Inc,5.58,Bear-Bull Flip,c20,5.02,1.32,-1.06,40,36,+2.96%,2.96,Buy
2026-04-16,daily,S,SentinelOne Inc,13.26,Light Red,c7,13.67,-2.39,-0.96,15,26,+0.23%,0.23,dBuy
2026-04-16,daily,SAN,Banco Santander,12.49,Dark Green,c4,11.43,8.12,0.75,9,1,+12.93%,12.93,pP
2026-04-16,daily,SCVL,Shoe Carnival,18.17,Bear-Bull Flip,c20,17.08,2.59,-0.69,27,4,+4.01%,4.01,Buy
2026-04-16,daily,SE,Sea Ltd,90.33,Bear-Bull Flip,c20,83.9,2.43,-0.89,63,25,+30.00%,30.0,Buy
2026-04-16,daily,SFIX,Stitch Fix Inc,3.63,Bear-Bull Flip,c20,3.22,-0.57,-0.84,52,9,+25.15%,25.15,Buy
2026-04-16,daily,SKLZ,Skillz Inc,4.3,Bear-Bull Flip,c20,2.65,2.57,-1.38,114,23,+35.72%,35.72,Buy
2026-04-16,daily,SLDE,Slide Insurance,18.39,Bear-Bull Flip,c20,17.64,0.87,0.64,26,3,-4.07%,-4.07,Buy
2026-04-16,daily,SLDP,Solid Power,3.26,Bear-Bull Flip,c20,3.05,0.23,0.23,53,9,+34.14%,34.14,Buy
2026-04-16,daily,SLF,Sun Life Financial,68.32,Dark Green,c4,63.74,7.66,0.25,6,0,+5.61%,5.61,pP
2026-04-16,daily,SMMT,Summit Therapeutics,21.12,Dark Green,c4,18.27,8.06,-0.72,25,1,+30.53%,30.53,pP
2026-04-16,daily,SMR,NuScale Power,11.72,Bear-Bull Flip,c20,10.56,-2.84,-1.35,51,22,+32.14%,32.14,Buy
2026-04-16,daily,SNOW,Snowflake Inc,144.48,Light Red,c7,157.52,-6.19,-0.85,17,17,+15.02%,15.02,dBuy
2026-04-16,daily,SOUN,SoundHound AI,7.85,Bear-Bull Flip,c20,6.68,1.3,-1.07,29,21,+3.21%,3.21,Buy
2026-04-16,daily,SPHR,Sphere Entertainment,132.41,Light Green,c5,118.96,7.59,1.51,10,47,+11.29%,11.29,pP
2026-04-16,daily,SPT,Sprout Social,5.57,Light Red,c7,6.0,-2.91,-1.5,70,59,+46.18%,46.18,dBuy
2026-04-16,daily,SRCE,1st Source Corp,73.79,Light Green,c5,69.51,7.76,0.42,10,18,+6.48%,6.48,pP
2026-04-16,daily,SSNC,SS&C Technologies,71.46,Bear-Bull Flip,c20,68.69,0.61,-0.82,64,10,+16.68%,16.68,Buy
2026-04-16,daily,STLA,Stellantis,8.3,Dark Green,c4,7.25,8.95,-1.06,9,12,+11.56%,11.56,pP
2026-04-16,daily,STM,STMicroelectronics NV,40.68,Dark Green,c4,36.32,9.53,0.58,10,14,+17.88%,17.88,pP
2026-04-16,daily,SUN,Sunoco LP,63.25,Bull-Bear Flip,c18,65.15,-0.27,0.58,67,25,+17.72%,17.72,Sell
2026-04-16,daily,SYBT,Stock Yards Bancorp,71.51,Dark Green,c4,66.11,8.17,-0.52,10,0,+7.39%,7.39,pP
2026-04-16,daily,TBI,TrueBlue Inc,3.99,Bear-Bull Flip,c20,3.62,-0.58,-1.09,4,35,-15.32%,-15.32,Buy
2026-04-16,daily,TD,Toronto Dominion Bank,103.99,Dark Green,c4,95.86,9.33,0.67,9,64,+11.27%,11.27,pP+
2026-04-16,daily,TDOC,Teladoc Inc,5.54,Bear-Bull Flip,c20,5.17,-0.69,-1.16,3,22,-10.36%,-10.36,Buy
2026-04-16,daily,TECK,Teck Resources,58.28,Dark Green,c4,51.94,8.12,0.67,10,0,+9.45%,9.45,pP
2026-04-16,daily,TENB,Tenable Holdings,18.93,Bear-Bull Flip,c20,17.52,-1.72,-1.19,17,60,+6.56%,6.56,Buy
2026-04-16,daily,TFII,TFI Intl.,122.8,Dark Green,c4,111.17,8.85,0.44,10,1,+12.14%,12.14,pP
2026-04-16,daily,TIMB,TIM SA,27.31,Light Green,c5,26.18,5.41,0.97,14,60,+5.20%,5.2,dSell
2026-04-16,daily,TLS,Telos Corp,4.44,Bear-Bull Flip,c20,4.13,-1.24,-0.3,49,15,+17.01%,17.01,Buy
2026-04-16,daily,TMC,TMC the metals company,5.12,Bear-Bull Flip,c20,4.59,-0.83,0.63,51,7,+26.44%,26.44,Buy
2026-04-16,daily,TOST,Toast Inc,28.16,Bear-Bull Flip,c20,26.2,0.07,-1.02,23,31,+0.28%,0.28,Buy
2026-04-16,daily,TSEM,Tower Semiconductor,215.99,Light Green,c5,174.11,8.15,1.75,21,41,+55.98%,55.98,pP
2026-04-16,daily,TTAN,ServiceTitan,61.93,Light Red,c7,65.91,-3.91,-1.29,22,12,+12.28%,12.28,dBuy
2026-04-16,daily,TTGT,TechTarget Inc,4.15,Bear-Bull (LR-LG),c21,3.83,0.23,-1.3,4,70,-12.47%,-12.47,wBuy
2026-04-16,daily,TV,Grupo Televisa,3.12,Bear-Bull Flip,c20,2.88,1.2,0.5,34,47,+1.89%,1.89,Buy
2026-04-16,daily,TXG,10X Genomics,25.35,Dark Green,c4,21.24,7.44,0.74,14,41,+23.18%,23.18,pP
2026-04-16,daily,TY,Tri-Continental Corp,33.57,Dark Green,c4,32.01,7.01,-0.45,5,17,+3.26%,3.26,pP
2026-04-16,daily,UBS,UBS Group,43.12,Dark Green,c4,39.39,9.15,0.29,9,5,+11.22%,11.22,pP
2026-04-16,daily,UGP,Ultrapar Holdings,6.09,Dark Green,c4,5.53,8.74,0.98,27,34,+17.79%,17.79,pP
2026-04-16,daily,UI,Ubiquiti Inc,1006.56,Dark Green,c4,824.41,8.98,1.19,10,9,+24.41%,24.41,pP+
2026-04-16,daily,UMAC,Unusual Machines,15.42,Bear-Bull Flip,c20,13.43,-0.5,1.04,17,2,-1.11%,-1.11,Buy
2026-04-16,daily,UROY,Uranium Royalty,3.92,Bear-Bull Flip,c20,3.55,1.8,0.65,48,5,+0.76%,0.76,Buy
2026-04-16,daily,USAR,USA Rare Earth,18.35,Bear-Bull Flip,c20,15.85,1.2,0.29,19,3,-2.97%,-2.97,Buy
2026-04-16,daily,VALE,Vale SA,17.62,Dark Green,c4,16.0,8.85,0.79,10,40,+8.70%,8.7,pP
2026-04-16,daily,VEEV,Veeva Systems,167.29,Light Red,c7,175.13,-5.74,-1.12,23,20,+8.25%,8.25,dBuy
2026-04-16,daily,VET,Vermilion Energy,12.28,Bull-Bear Flip,c18,12.95,-1.99,0.69,63,22,+42.13%,42.13,Sell
2026-04-16,daily,VIA,Via Transportation,17.14,Bear-Bull Flip,c20,15.22,1.59,-1.92,105,4,+65.01%,65.01,Buy
2026-04-16,daily,VIK,Viking Holdings,81.17,Dark Green,c4,72.94,5.48,0.8,9,47,+11.31%,11.31,pP
2026-04-16,daily,VIV,Telefonica Brasil,16.65,Light Green,c5,15.9,6.61,1.11,10,51,+4.26%,4.26,dSell
2026-04-16,daily,VRA,Vera Bradley Inc,3.7,Light Green,c5,3.36,5.28,0.53,8,13,+9.14%,9.14,dSell
2026-04-16,daily,VRNS,Varonis Systems,23.14,Bear-Bull Flip,c20,21.69,-0.96,-1.39,4,23,-7.48%,-7.48,Buy
2026-04-16,daily,VTMX,Corp. Inmobiliaria Vesta,36.33,Dark Green,c4,33.62,6.87,0.58,9,24,+7.96%,7.96,pP
2026-04-16,daily,WBTN,Webtoon Entertainment,11.46,Dark Green,c4,9.75,8.88,-1.17,9,21,+20.63%,20.63,pP
2026-04-16,daily,WIT,Wipro Ltd,2.27,Bear-Bull Flip,c20,2.18,2.49,-0.9,3,12,-3.65%,-3.65,Buy
2026-04-16,daily,WK,Workiva Inc,56.47,Light Red,c7,60.14,-3.92,-1.0,62,10,+34.54%,34.54,dBuy
2026-04-16,daily,WPP,Wausau Paper Corp,17.81,Dark Green,c4,16.18,5.92,-1.17,6,66,+1.66%,1.66,pP
2026-04-16,daily,WW,WW International,10.82,Light Red,c7,15.5,-7.4,-1.61,22,56,+52.75%,52.75,spBuy
2026-04-16,daily,YALA,Yalla Group,6.92,Dark Green,c4,6.38,5.07,-0.12,6,21,+3.28%,3.28,pP
2026-04-16,daily,YMM,Full Truck Alliance,8.6,Bear-Bull Flip,c20,8.34,0.5,-1.04,67,26,+16.02%,16.02,Buy
2026-04-16,daily,Z,Zillow Group,43.5,Bear-Bull Flip,c20,41.08,-1.38,-1.31,54,26,+35.24%,35.24,Buy
2026-04-16,daily,ZETA,Zeta Global Holdings,17.37,Bear-Bull Flip,c20,15.9,-0.99,-0.52,17,9,-1.52%,-1.52,Buy
2026-04-16,daily,ZG,Zillow Group,43.62,Bear-Bull Flip,c20,41.12,-1.24,-1.28,82,26,+34.76%,34.76,Buy
2026-04-16,daily,ZGN,Ermenegildo Zegna,11.5,Dark Green,c4,10.38,7.33,0.39,9,0,+8.59%,8.59,pP
2026-04-16,daily,ZH,Zhihu Inc,3.55,Dark Green,c4,3.02,7.58,-0.92,7,25,+14.89%,14.89,pP
2026-04-16,daily,ZLAB,Zai Lab Ltd,23.25,Dark Green,c4,19.83,8.48,-1.03,10,31,+16.89%,16.89,pP+
2026-04-16,daily,$USDCNY,Chinese Yuan,6.8182,Dark Red,c6,6.8707,-8.26,,10,47,+0.86%,0.86,spBuy
2026-04-16,daily,$USDIDR,Indonesian Rupiah,17136.0,Dark Green,c4,17023.8,7.59,,14,32,+1.41%,1.41,pP
2026-04-16,daily,$EURCAD,EURCAD,1.6202,Dark Green,c4,1.6,7.48,,17,0,+1.65%,1.65,pP
2026-04-16,daily,$AUDCAD,AUDCAD,0.9848,Dark Green,c4,0.9671,7.13,,6,39,+0.97%,0.97,pP
2026-04-16,daily,APE_X,ApeCoin,0.09493,Bear-Bull Flip,c20,0.0862296,1.0,,86,61,+52.37%,52.37,Buy
2026-04-16,daily,CHZ_X,Chiliz,0.04198,Bear-Bull Flip,c20,0.037048,-1.02,,3,7,-17.59%,-17.59,Buy
2026-04-16,daily,EGLD_X,MultiversX,4.04,Bear-Bull Flip,c20,3.773,0.42,,28,63,+2.28%,2.28,Buy
2026-04-16,daily,FLR_X,Flare,0.008109,Bear-Bull Flip,c20,0.0078064,1.73,,97,26,+28.74%,28.74,Buy
2026-04-16,daily,HTX_X,HTX DAO,1.79e-06,Dark Green,c4,1.71e-06,6.33,,31,24,+9.15%,9.15,pP
2026-04-16,daily,HYPE_X,Hyperliquid,44.66,Dark Green,c4,38.53,6.57,,8,4,+15.61%,15.61,pP
2026-04-16,daily,IMX_X,Immutable X,0.1609,Bear-Bull Flip,c20,0.1413707,1.91,,27,26,-0.25%,-0.25,Buy
2026-04-16,daily,LTC_X,Litecoin,55.17,Bear-Bull Flip,c20,53.51,0.69,,3,26,-3.14%,-3.14,Buy
2026-04-16,daily,OP_X,Optimism,0.12,Bear-Bull Flip,c20,0.1102806,0.9,,3,62,-12.15%,-12.15,Buy
2026-04-16,daily,POL_X,Polygon,0.08526,Light Red,c7,0.0911434,-3.91,,44,28,+16.08%,16.08,dBuy
2026-04-16,daily,RUNE_X,THORChain,0.411,Bear-Bull Flip,c20,0.393638,0.47,,25,65,-0.49%,-0.49,Buy
2026-04-16,daily,STX_X,Stacks,0.2353,Bear-Bull Flip,c20,0.2198837,0.19,,28,67,+6.44%,6.44,Buy
2026-04-16,daily,XRP_X,XRP,1.393,Bear-Bull Flip,c20,1.33111,0.86,,24,26,-0.58%,-0.58,Buy
